epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8623449802398682,1.6772781610488892,0.0005,0.8998507261276245,1.1721923351287842
1,0.9053714275360107,0.5096166729927063,0.0005,0.8993959426879883,0.5915917754173279
2,0.9065335392951965,0.4336002767086029,0.0005,0.8987325429916382,0.5444234609603882
3,0.9080100655555725,0.39907488226890564,0.0005,0.8942787647247314,0.5587941408157349
4,0.9094226360321045,0.37763357162475586,0.0005,0.8971993327140808,0.5025563836097717
5,0.9104675054550171,0.3616485595703125,0.0005,0.887736439704895,0.5744236707687378
6,0.9113513231277466,0.350613534450531,0.0005,0.903800904750824,0.41903603076934814
7,0.912028968334198,0.3417750895023346,0.0005,0.8963636755943298,0.48945748805999756
8,0.9128876328468323,0.3323482871055603,0.0005,0.9034444689750671,0.4094378352165222
9,0.913573682308197,0.3261469602584839,0.0005,0.8938050866127014,0.499778151512146
10,0.9142515063285828,0.31951478123664856,0.0005,0.9021763205528259,0.41668787598609924
11,0.9148491621017456,0.31412672996520996,0.0005,0.8943415284156799,0.5066777467727661
12,0.9154793620109558,0.3092736005783081,0.0005,0.9003725051879883,0.43261072039604187
13,0.916239857673645,0.3040699362754822,0.0005,0.8887493014335632,0.5553192496299744
14,0.9201951622962952,0.2837422490119934,0.00025,0.9095396399497986,0.34317508339881897
15,0.9213434457778931,0.2767665684223175,0.00025,0.9127971529960632,0.3311440348625183
16,0.9221097230911255,0.2716102600097656,0.00025,0.9132017493247986,0.3308677673339844
17,0.9235002994537354,0.2648492157459259,0.00025,0.9079422354698181,0.3582572638988495
18,0.9245124459266663,0.2588351368904114,0.00025,0.911884069442749,0.34258484840393066
19,0.9257917404174805,0.25254958868026733,0.00025,0.9049818515777588,0.39501357078552246
20,0.9265782237052917,0.24733804166316986,0.00025,0.9054778218269348,0.38016393780708313
21,0.9281825423240662,0.24047888815402985,0.00025,0.9054129719734192,0.38892918825149536
22,0.933113694190979,0.22337369620800018,0.000125,0.9103215932846069,0.38892683386802673
23,0.9347668290138245,0.21589623391628265,0.000125,0.9127727150917053,0.37091919779777527
24,0.9352976679801941,0.2117287814617157,0.000125,0.9137011766433716,0.38162729144096375
25,0.9366962313652039,0.20622019469738007,0.000125,0.9012604355812073,0.4590141475200653
26,0.9370281100273132,0.20258711278438568,0.000125,0.9038888216018677,0.452762246131897
27,0.9415220618247986,0.19120801985263824,6.25e-05,0.9115457534790039,0.4164835512638092
28,0.9423559308052063,0.18695171177387238,6.25e-05,0.909309446811676,0.4461299777030945
29,0.943061888217926,0.1839698851108551,6.25e-05,0.9118784666061401,0.4314074218273163
30,0.9437205195426941,0.18074966967105865,6.25e-05,0.9081117510795593,0.46567627787590027
31,0.9444069266319275,0.17785322666168213,6.25e-05,0.9051952958106995,0.4947908818721771
32,0.9467445611953735,0.17266178131103516,3.125e-05,0.9130454659461975,0.45673897862434387
33,0.9478801488876343,0.1696995347738266,3.125e-05,0.9144300818443298,0.46243247389793396
34,0.9482216238975525,0.16797493398189545,3.125e-05,0.9102602005004883,0.4829876124858856
35,0.9487578272819519,0.16608403623104095,3.125e-05,0.9133056402206421,0.4773309826850891
