epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.865623950958252,1.612056851387024,0.0005,0.8997474908828735,0.8621599674224854
1,0.9029302000999451,0.5520772933959961,0.0005,0.8995717167854309,0.5815457701683044
2,0.9032531976699829,0.502137303352356,0.0005,0.9011321067810059,0.5096843242645264
3,0.9034591317176819,0.4876716434955597,0.0005,0.900738000869751,0.5059792399406433
4,0.903624951839447,0.4814078211784363,0.0005,0.9015764594078064,0.4958454668521881
5,0.903709352016449,0.47800198197364807,0.0005,0.9017313122749329,0.49620911478996277
6,0.9038518667221069,0.47573158144950867,0.0005,0.9015952944755554,0.49186763167381287
7,0.9039231538772583,0.4734346270561218,0.0005,0.9021003246307373,0.48833853006362915
8,0.9039990305900574,0.4717395007610321,0.0005,0.9027406573295593,0.4837777316570282
9,0.9041156768798828,0.4700498878955841,0.0005,0.9017906188964844,0.49046456813812256
10,0.9041772484779358,0.4681216776371002,0.0005,0.9019070863723755,0.4989023804664612
11,0.9043643474578857,0.46614453196525574,0.0005,0.9026813507080078,0.48390689492225647
12,0.9045614004135132,0.4634840488433838,0.0005,0.9016950130462646,0.4917650520801544
13,0.9048066139221191,0.46017786860466003,0.0005,0.9029031991958618,0.48838984966278076
14,0.9057770371437073,0.4474342167377472,0.00025,0.9025704264640808,0.49376487731933594
15,0.9065753817558289,0.43843725323677063,0.00025,0.9016399383544922,0.5038051009178162
16,0.9076159596443176,0.427834153175354,0.00025,0.9002957344055176,0.5181999206542969
17,0.908730149269104,0.41625213623046875,0.00025,0.8977029919624329,0.5440586805343628
18,0.9100390672683716,0.40367868542671204,0.00025,0.8964229822158813,0.557502269744873
19,0.9123662710189819,0.38139966130256653,0.000125,0.8940303921699524,0.5824866890907288
20,0.9140067100524902,0.3672104775905609,0.000125,0.891498327255249,0.6105031371116638
21,0.9153289198875427,0.3556927442550659,0.000125,0.8895591497421265,0.6454969048500061
22,0.9165257215499878,0.34502142667770386,0.000125,0.888191282749176,0.6761650443077087
23,0.9177103042602539,0.3350224196910858,0.000125,0.887073814868927,0.6954597234725952
24,0.9195443391799927,0.3216271996498108,6.25e-05,0.8862856030464172,0.719723105430603
25,0.9207484722137451,0.31255653500556946,6.25e-05,0.8850544095039368,0.7487497329711914
26,0.9217517375946045,0.3053298592567444,6.25e-05,0.8840659856796265,0.7782025337219238
27,0.92266845703125,0.2989755868911743,6.25e-05,0.8835211992263794,0.8059155344963074
28,0.9235660433769226,0.29304444789886475,6.25e-05,0.8833433389663696,0.8286850452423096
29,0.9245043992996216,0.287695974111557,3.125e-05,0.882641613483429,0.8410893082618713
30,0.9252226948738098,0.28344598412513733,3.125e-05,0.8823500275611877,0.8603136539459229
31,0.9258592128753662,0.27960067987442017,3.125e-05,0.8822460770606995,0.8823993802070618
32,0.9264796376228333,0.2759709358215332,3.125e-05,0.881496250629425,0.8967901468276978
33,0.9270476698875427,0.27286049723625183,3.125e-05,0.8811690807342529,0.9170688986778259
34,0.9271095395088196,0.27255144715309143,1.5625e-05,0.8809263110160828,0.9209181666374207
35,0.9273229837417603,0.2709967792034149,1.5625e-05,0.8807966113090515,0.9330224394798279
36,0.9275673031806946,0.26961246132850647,1.5625e-05,0.8806968331336975,0.9443233609199524
37,0.9278165102005005,0.2679575979709625,1.5625e-05,0.8806124329566956,0.9566213488578796
38,0.9281206130981445,0.26644620299339294,1.5625e-05,0.8804094791412354,0.9657062888145447
39,0.9269712567329407,0.2717059552669525,7.8125e-06,0.8803466558456421,0.9645700454711914
40,0.9267644286155701,0.2728850245475769,7.8125e-06,0.880311131477356,0.9658334851264954
41,0.9266400933265686,0.27381667494773865,7.8125e-06,0.8802288174629211,0.9687775373458862
42,0.9265820384025574,0.2740444839000702,7.8125e-06,0.8803285360336304,0.9703024625778198
43,0.926513671875,0.2741057574748993,7.8125e-06,0.8802552819252014,0.9727639555931091
44,0.9241592884063721,0.2876443862915039,3.90625e-06,0.880519688129425,0.9494506120681763
45,0.924000084400177,0.28867578506469727,3.90625e-06,0.8805768489837646,0.9402714371681213
46,0.9239904880523682,0.2886471748352051,3.90625e-06,0.880699634552002,0.9351269602775574
47,0.9241242408752441,0.2875063121318817,3.90625e-06,0.8806654810905457,0.934747040271759
48,0.9244086742401123,0.28614625334739685,3.90625e-06,0.8806703686714172,0.9357504844665527
49,0.9233651161193848,0.2922848165035248,1.953125e-06,0.8808098435401917,0.9267511963844299
50,0.9237987995147705,0.289495587348938,1.953125e-06,0.8808447122573853,0.9258148074150085
51,0.9240238070487976,0.28808727860450745,1.953125e-06,0.8808440566062927,0.9264618158340454
52,0.9241737723350525,0.286981463432312,1.953125e-06,0.880778431892395,0.928300678730011
53,0.9243836998939514,0.28598034381866455,1.953125e-06,0.8807617425918579,0.929923951625824
54,0.9241704344749451,0.2871832251548767,1e-06,0.880940318107605,0.9268205761909485
55,0.9244337677955627,0.28537625074386597,1e-06,0.8809242248535156,0.9275951385498047
56,0.9246006608009338,0.28458738327026367,1e-06,0.8809200525283813,0.9286438226699829
57,0.9246318936347961,0.28418028354644775,1e-06,0.8808998465538025,0.92987459897995
58,0.9247206449508667,0.28372350335121155,1e-06,0.8809096217155457,0.9312682151794434
59,0.9247783422470093,0.2833140790462494,1e-06,0.8809096217155457,0.9324436783790588
60,0.9248726963996887,0.2827335298061371,1e-06,0.8809117078781128,0.9338194727897644
61,0.9249352812767029,0.28230780363082886,1e-06,0.8809033036231995,0.9354276061058044
62,0.9250444769859314,0.2819235324859619,1e-06,0.8808635473251343,0.9366437792778015
63,0.9250797033309937,0.2813588082790375,1e-06,0.8808531165122986,0.9381889700889587
64,0.9251881837844849,0.2809646725654602,1e-06,0.8808614611625671,0.9399130940437317
65,0.9252089262008667,0.2807411551475525,1e-06,0.8808321952819824,0.9409700036048889
66,0.925281822681427,0.280259370803833,1e-06,0.8808342814445496,0.9425663352012634
67,0.9253623485565186,0.27976033091545105,1e-06,0.8808580040931702,0.9440209865570068
68,0.9254300594329834,0.2794722318649292,1e-06,0.8808021545410156,0.9454780220985413
69,0.9254809617996216,0.2791556119918823,1e-06,0.8807945251464844,0.9471411108970642
70,0.925525963306427,0.2786901295185089,1e-06,0.8807728886604309,0.9486332535743713
71,0.9256783723831177,0.27824801206588745,1e-06,0.8807470798492432,0.9500578045845032
72,0.9256944060325623,0.2778913080692291,1e-06,0.8807477951049805,0.9516761898994446
73,0.9257177710533142,0.2776840329170227,1e-06,0.8807205557823181,0.9531762003898621
74,0.9258030652999878,0.27718445658683777,1e-06,0.8806828856468201,0.9547332525253296
75,0.9258780479431152,0.2767924964427948,1e-06,0.8806668519973755,0.9563663005828857
76,0.9259411692619324,0.27659425139427185,1e-06,0.8806542754173279,0.9578577280044556
77,0.9259699583053589,0.27624306082725525,1e-06,0.8805992007255554,0.9594053626060486
78,0.9260292053222656,0.2759789824485779,1e-06,0.8806305527687073,0.9608132243156433
79,0.9261003732681274,0.2755010724067688,1e-06,0.880596399307251,0.9620643854141235
80,0.9261718988418579,0.27535226941108704,1e-06,0.8805789351463318,0.9635021090507507
81,0.9262367486953735,0.27480700612068176,1e-06,0.8805454969406128,0.9650717377662659
82,0.9262731671333313,0.27462950348854065,1e-06,0.8805370926856995,0.9664909839630127
83,0.9263445138931274,0.27444931864738464,1e-06,0.880519688129425,0.9677281975746155
84,0.9263684153556824,0.27401357889175415,1e-06,0.8804973363876343,0.9695268869400024
85,0.9264381527900696,0.2738323509693146,1e-06,0.8804994225502014,0.9706563949584961
86,0.9265049695968628,0.273471862077713,1e-06,0.8804715275764465,0.9719818234443665
87,0.926524817943573,0.27318885922431946,1e-06,0.8804562091827393,0.9737794995307922
88,0.9265841245651245,0.27292534708976746,1e-06,0.8804638385772705,0.9749685525894165
89,0.9266762137413025,0.2725137174129486,1e-06,0.8804171085357666,0.9762988090515137
90,0.9266908764839172,0.2723746597766876,1e-06,0.8803738951683044,0.9778578281402588
91,0.9267886877059937,0.2719667851924896,1e-06,0.8803794384002686,0.9792284369468689
92,0.9267925024032593,0.2717624008655548,1e-06,0.8803682923316956,0.9803785681724548
93,0.9268312454223633,0.2715805768966675,1e-06,0.8803746104240417,0.9817604422569275
94,0.9269646406173706,0.2711021900177002,1e-06,0.880322277545929,0.9833954572677612
95,0.9269208908081055,0.27102333307266235,1e-06,0.8803208470344543,0.9847822785377502
96,0.9270225167274475,0.2706184387207031,1e-06,0.880275547504425,0.9859536290168762
97,0.9270588159561157,0.27051809430122375,1e-06,0.8802518248558044,0.9873725175857544
98,0.9270899891853333,0.2701111137866974,1e-06,0.8802804350852966,0.9890690445899963
99,0.9271481037139893,0.2700153589248657,1e-06,0.8802427649497986,0.9900508522987366
